school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name
Hawai'i,2004,13,8,5,0,,,-4.1,-2.4,43.8,43.4,June,Jones
Hawai'i,2005,12,5,7,0,,,-6.8,-2.9,34.2,37.1,June,Jones
Hawai'i,2006,14,11,3,0,,,13.8,13.1,42.6,30,June,Jones
Hawai'i,2007,13,12,1,0,23,19,3.7,12.4,39,27,June,Jones
SMU,2008,12,1,11,0,,,-17.7,-18.5,23,42.1,June,Jones
SMU,2009,13,8,5,0,,,-3.5,-6.1,26,32.6,June,Jones
SMU,2010,14,7,7,0,,,-3.8,-3.2,29.9,30.6,June,Jones
SMU,2011,13,8,5,0,,,-1.7,0.3,28.6,26.3,June,Jones
SMU,2012,13,7,6,0,,,0.8,-7.6,20.8,27.1,June,Jones
SMU,2013,12,5,7,0,,,-7.3,-15.2,21.8,36.2,June,Jones
SMU,2014,2,0,2,0,,,-24.6,-21.2,16.6,34.9,June,Jones
Florida State,1971,12,8,4,0,0,0,15,14.7,30.9,17.4,Larry,Jones
Florida State,1972,11,7,4,0,0,0,9,6.8,30.9,26.1,Larry,Jones
Florida State,1973,11,0,11,0,0,0,-15.3,-21.3,13.1,33.5,Larry,Jones
Oklahoma State,1984,12,10,2,0,,7,14.6,21.2,32.9,12.3,Pat,Jones
Oklahoma State,1985,12,8,4,0,16,,7.8,11.9,28.8,17.5,Pat,Jones
Oklahoma State,1986,11,6,5,0,,,-3,-3.7,18.5,22.1,Pat,Jones
Oklahoma State,1987,12,10,2,0,,11,13.7,16,39.8,26.6,Pat,Jones
Oklahoma State,1988,12,10,2,0,,11,17.4,21,52.5,37.2,Pat,Jones
Oklahoma State,1989,11,4,7,0,,,-7.5,-8.7,26.7,34.1,Pat,Jones
Oklahoma State,1990,11,4,7,0,,,-1.7,-3.2,28.5,31.7,Pat,Jones
Oklahoma State,1991,11,0,10,1,,,-9.8,-10.3,17.7,27.4,Pat,Jones
Oklahoma State,1992,11,4,6,1,,,-4.6,-5.1,19.8,25,Pat,Jones
Oklahoma State,1993,11,3,8,0,,,-2,-6.7,18.2,24.5,Pat,Jones
Oklahoma State,1994,11,3,7,1,,,-3.7,-5.1,19.3,24.5,Pat,Jones
Syracuse,1909,10,4,5,1,,,5.9,,,,Tad,Jones
Syracuse,1910,10,5,4,1,,,16.5,,,,Tad,Jones
Yale,1916,9,8,1,0,,,26.7,,,,Tad,Jones
Yale,1920,8,5,3,0,,,13.5,,,,Tad,Jones
Yale,1921,9,8,1,0,,,21.9,,,,Tad,Jones
Yale,1922,10,6,3,1,,,21.7,,,,Tad,Jones
Yale,1923,8,8,0,0,,,23.4,,,,Tad,Jones
Yale,1924,8,6,0,2,,,19.3,,,,Tad,Jones
Yale,1925,8,5,2,1,,,21,,,,Tad,Jones
Yale,1926,8,4,4,0,,,-3,,,,Tad,Jones
Yale,1927,8,7,1,0,,,21.2,,,,Tad,Jones
Auburn,1951,10,5,5,0,,,-1.9,,,,Ralph,Jordan
Auburn,1952,10,2,8,0,,,4.9,,,,Ralph,Jordan
Auburn,1953,11,7,3,1,,17,13.7,,,,Ralph,Jordan
Auburn,1954,11,8,3,0,,13,22.4,,,,Ralph,Jordan
Auburn,1955,11,8,2,1,17,8,13.2,,,,Ralph,Jordan
Auburn,1956,10,7,3,0,,,14.5,,,,Ralph,Jordan
Auburn,1957,10,10,0,0,15,1,23.1,,,,Ralph,Jordan
Auburn,1958,10,9,0,1,5,4,15.6,,,,Ralph,Jordan
Auburn,1959,10,7,3,0,3,,19.6,,,,Ralph,Jordan
Auburn,1960,10,8,2,0,12,13,18,,,,Ralph,Jordan
Auburn,1961,10,6,4,0,,,11.2,,,,Ralph,Jordan
Auburn,1962,10,6,3,1,,,7.9,,,,Ralph,Jordan
Auburn,1963,11,9,2,0,,5,16.2,,,,Ralph,Jordan
Auburn,1964,10,6,4,0,8,,6.7,,,,Ralph,Jordan
Auburn,1965,11,5,5,1,,,10.4,,,,Ralph,Jordan
Auburn,1966,10,4,6,0,,,3.1,,,,Ralph,Jordan
Auburn,1967,10,6,4,0,,,18.6,,,,Ralph,Jordan
Auburn,1968,11,7,4,0,,16,18.5,,,,Ralph,Jordan
Auburn,1969,11,8,3,0,20,20,23,,,,Ralph,Jordan
Auburn,1970,11,9,2,0,20,10,24,27.9,43.6,18,Ralph,Jordan
Auburn,1971,11,9,2,0,6,12,22.4,23.6,39.3,17.4,Ralph,Jordan
Auburn,1972,11,10,1,0,,5,19.5,22.7,29.6,7.2,Ralph,Jordan
Auburn,1973,12,6,6,0,13,,6.8,8.2,21.1,13.9,Ralph,Jordan
Auburn,1974,12,10,2,0,,8,20.5,24.2,32,7.9,Ralph,Jordan
Auburn,1975,11,3,6,2,8,,3.1,6.8,25.7,19.8,Ralph,Jordan
Arkansas,2019,2,0,2,0,,,-7.6,-10.6,21.7,32.3,Barry Lunney,Jr.
Colorado College,1904,10,6,3,1,,,-18.5,,,,William,Juneau
Wisconsin,1912,7,7,0,0,,,43.4,,,,William,Juneau
Wisconsin,1913,7,3,3,1,,,-2.2,,,,William,Juneau
Wisconsin,1914,7,4,2,1,,,22.1,,,,William,Juneau
Wisconsin,1915,7,4,3,0,,,19.9,,,,William,Juneau
Texas,1917,8,4,4,0,,,6.2,,,,William,Juneau
Texas,1918,9,9,0,0,,,,,,,William,Juneau
Texas,1919,9,6,3,0,,,15.1,,,,William,Juneau
Kentucky,1920,8,3,4,1,,,-14.3,,,,William,Juneau
Kentucky,1921,8,4,3,1,,,-7.7,,,,William,Juneau
Kentucky,1922,9,6,3,0,,,0.9,,,,William,Juneau
California,1982,11,7,4,0,,,6.4,7.5,28.1,21.8,Joe,Kapp
California,1983,11,5,5,1,,,1.4,0.3,25.9,26.1,Joe,Kapp
California,1984,11,2,9,0,,,-8.5,-10,18,27.4,Joe,Kapp
California,1985,11,4,7,0,,,-1.2,-3.2,26.2,29.4,Joe,Kapp
California,1986,11,2,9,0,,,-4.1,-5.7,23.4,29,Joe,Kapp
Ohio,1978,11,3,8,0,,,-18.1,-12.8,13.8,25.6,Bob,Kappes
Drake,1947,9,1,7,1,,,-20.7,,,,Al,Kawal
Drake,1948,10,7,3,0,,,-13.2,,,,Al,Kawal
Temple,1949,9,5,4,0,,,-6.2,,,,Al,Kawal
Temple,1950,9,4,4,1,,,-7.3,,,,Al,Kawal
Temple,1951,10,6,4,0,,,-8.7,,,,Al,Kawal
Temple,1952,10,2,7,1,,,-17.9,,,,Al,Kawal
Lehigh,1912,11,9,2,0,,,4.8,,,,Tom,Keady
Lehigh,1913,8,5,3,0,,,3.3,,,,Tom,Keady
Lehigh,1914,9,8,1,0,,,18.6,,,,Tom,Keady
Lehigh,1915,10,6,4,0,,,-1.1,,,,Tom,Keady
Lehigh,1916,9,6,2,1,,,13.1,,,,Tom,Keady
Lehigh,1917,9,7,2,0,,,19.3,,,,Tom,Keady
Lehigh,1918,6,3,3,0,,,,,,,Tom,Keady
Lehigh,1919,9,6,3,0,,,16.6,,,,Tom,Keady
Lehigh,1920,9,5,2,2,,,9,,,,Tom,Keady
Louisiana Monroe,1999,11,5,6,0,,,-21.3,-24.1,17.3,38.8,Bobby,Keasler
Louisiana Monroe,2000,11,1,10,0,,,-32.5,-35.7,12.5,43.4,Bobby,Keasler
Louisiana Monroe,2001,11,2,9,0,,,-25,-26,16.2,39.2,Bobby,Keasler
Louisiana Monroe,2002,3,0,3,0,,,-17.5,-19,27.4,42.2,Bobby,Keasler
Colorado,1905,9,8,1,0,,,25.1,,,,Willis,Keinholtz
NC State,1904,6,3,1,2,,,8,,,,W.S.,Keinholz
North Carolina,1906,7,1,4,2,,,-8.9,,,,W.S.,Keinholz
Louisiana Monroe,1975,11,4,6,1,,,-9.5,-12.4,22,33,Ollie,Keller
Alabama,1915,8,6,2,0,0,0,1.5,,,,Thomas,Kelley
Alabama,1916,9,6,3,0,0,0,-14.5,,,,Thomas,Kelley
Alabama,1917,8,5,2,1,0,0,-0.6,,,,Thomas,Kelley
Idaho,1921,8,4,3,1,,,6.1,,,,Thomas,Kelley
Central Michigan,2004,11,4,7,0,,,-22.8,-22.2,25.4,42.6,Brian,Kelly
Central Michigan,2005,11,6,5,0,,,-1.8,-8.1,22.1,30.1,Brian,Kelly
Cincinnati,2006,1,1,0,0,,,4.1,7.9,23.6,16.7,Brian,Kelly
Central Michigan,2006,13,9,4,0,,,1.2,-6.1,23.5,28.8,Brian,Kelly
Cincinnati,2007,13,10,3,0,,17,16.3,17.5,37.2,19.9,Brian,Kelly
Cincinnati,2008,14,11,3,0,,17,4.4,8.6,25.9,19.7,Brian,Kelly
Cincinnati,2009,12,12,0,0,,8,14,18.2,40.8,23.4,Brian,Kelly
Notre Dame,2010,13,8,5,0,,,10.7,16.5,32.2,16.7,Brian,Kelly
Notre Dame,2011,13,8,5,0,16,,12.8,17.2,34.6,17,Brian,Kelly
Notre Dame,2012,13,12,1,0,,4,18.6,19.2,33.4,13.8,Brian,Kelly
Notre Dame,2013,13,9,4,0,14,20,9.1,13.2,35.2,21.9,Brian,Kelly
Notre Dame,2014,13,8,5,0,17,,8.4,10.8,37.5,26,Brian,Kelly
Notre Dame,2015,13,10,3,0,11,11,17.5,22.4,44.1,21.2,Brian,Kelly
Notre Dame,2016,12,4,8,0,10,,6.4,15.7,39.4,23.2,Brian,Kelly
Notre Dame,2017,13,10,3,0,,11,22,20.8,37.4,16.9,Brian,Kelly
Notre Dame,2018,13,12,1,0,12,,17.7,20.7,34.6,14.5,Brian,Kelly
Notre Dame,2019,13,11,2,0,9,12,18.8,17.7,35.8,18.5,Brian,Kelly
Notre Dame,2020,0,0,0,0,10,,,,,,Brian,Kelly
Oregon,2009,13,10,3,0,16,11,15.9,22.4,36.2,15.5,Chip,Kelly
Oregon,2010,13,12,1,0,11,3,29.6,28.2,43.5,16,Chip,Kelly
Oregon,2011,14,12,2,0,3,4,24.4,27.2,46.3,19.9,Chip,Kelly
Oregon,2012,13,12,1,0,5,2,29.1,27.2,46.4,17.2,Chip,Kelly
UCLA,2018,12,3,9,0,,,-4,-0.4,30.7,32.4,Chip,Kelly
UCLA,2019,12,4,8,0,,,-1.5,-3.9,28.4,32.5,Chip,Kelly
UCLA,2020,0,0,0,0,,,,,,,Chip,Kelly
Carlisle,1915,11,3,6,2,,,-4.7,,,,Choc,Kelly
SMU,1921,8,1,6,1,,,-21.9,,,,Choc,Kelly
Missouri,1922,8,5,3,0,,,4.4,,,,Thomas,Kelly
Kansas,1904,10,8,1,1,,,-0.5,,,,Doc,Kennedy
Kansas,1905,11,10,1,0,,,21.1,,,,Doc,Kennedy
Kansas,1906,10,6,2,2,,,-1.2,,,,Doc,Kennedy
Kansas,1907,8,5,3,0,,,-1.1,,,,Doc,Kennedy
Kansas,1908,9,9,0,0,,,-0.9,,,,Doc,Kennedy
Kansas,1909,9,8,1,0,,,7.8,,,,Doc,Kennedy
Kansas,1910,8,6,1,1,,,0.8,,,,Doc,Kennedy
Iowa State,1921,8,4,4,0,,,5.3,,,,Maury,Kent
Auburn,1902,5,2,2,1,,,-11.3,,,,Robert,Kent
West Texas A&M,1960,10,3,7,0,,,-13.8,,,,Joe,Kerbel
West Texas A&M,1961,10,6,4,0,,,2.1,,,,Joe,Kerbel
West Texas A&M,1962,11,9,2,0,,,4.4,,,,Joe,Kerbel
West Texas A&M,1963,9,4,4,1,,,-6.2,,,,Joe,Kerbel
West Texas A&M,1964,10,4,6,0,,,-18.1,,,,Joe,Kerbel
West Texas A&M,1965,10,6,4,0,,,-4.8,,,,Joe,Kerbel
West Texas A&M,1966,10,7,3,0,,,5.2,,,,Joe,Kerbel
West Texas A&M,1967,11,8,3,0,,,5.2,,,,Joe,Kerbel
West Texas A&M,1968,10,8,2,0,,,-1.3,,,,Joe,Kerbel
West Texas A&M,1969,10,6,4,0,,,-3.7,,,,Joe,Kerbel
West Texas A&M,1970,10,7,3,0,,,-5.4,-2.8,21.1,24,Joe,Kerbel
West Virginia,1940,9,4,4,1,,,-6.1,,,,Bill,Kern
West Virginia,1941,10,4,6,0,,,-4.6,,,,Bill,Kern
West Virginia,1942,9,5,4,0,,,2.6,,,,Bill,Kern
West Virginia,1946,10,5,5,0,,,0.5,,,,Bill,Kern
West Virginia,1947,10,6,4,0,,,6.1,,,,Bill,Kern
Stanford,1922,9,4,5,0,,,10.4,,,,Andrew,Kerr
Stanford,1923,9,7,2,0,,,12.6,,,,Andrew,Kerr
Washington & Jefferson,1926,9,7,1,1,,,22.7,,,,Andrew,Kerr
Washington & Jefferson,1927,9,7,0,2,,,5.4,,,,Andrew,Kerr
Washington & Jefferson,1928,9,2,5,2,,,-9.3,,,,Andrew,Kerr
Colgate,1929,9,8,1,0,,,21.7,,,,Andrew,Kerr
Colgate,1930,10,9,1,0,,,18.5,,,,Andrew,Kerr
Colgate,1931,9,8,1,0,,,14.7,,,,Andrew,Kerr
Colgate,1932,9,9,0,0,,,21.6,,,,Andrew,Kerr
Colgate,1933,8,6,1,1,,,1.9,,,,Andrew,Kerr
Colgate,1934,8,7,1,0,,,16.7,,,,Andrew,Kerr
Colgate,1935,8,5,3,0,,,9.8,,,,Andrew,Kerr
Colgate,1936,9,6,3,0,,,7.3,,,,Andrew,Kerr
Colgate,1937,8,3,5,0,,,0.7,,,,Andrew,Kerr
Colgate,1938,7,2,5,0,,,5.8,,,,Andrew,Kerr
Colgate,1939,8,2,5,1,,,-0.4,,,,Andrew,Kerr
Colgate,1940,8,5,3,0,,,4.1,,,,Andrew,Kerr
Colgate,1941,8,3,3,2,,,4.1,,,,Andrew,Kerr
Colgate,1942,9,6,2,1,,,6,,,,Andrew,Kerr
Colgate,1943,9,5,3,1,,,-1.4,,,,Andrew,Kerr
Colgate,1944,7,2,5,0,,,-14.5,,,,Andrew,Kerr
Colgate,1945,8,3,4,1,,,-9,,,,Andrew,Kerr
Colgate,1946,8,4,4,0,,,3.3,,,,Andrew,Kerr
Army,1917,8,7,1,0,,,23.9,,,,Geoffrey,Keyes
Miami,1970,9,2,7,0,,,-9.2,-11.1,21.3,31.4,Walter,Kichefski
Auburn,1907,9,6,2,1,,,-3.9,,,,William,Kienholz
Fresno State,2016,4,0,4,0,,,-20.5,-16.9,16.4,33.9,Eric,Kiesau
Tennessee,2009,13,7,6,0,,,11.2,16.2,32.9,15.5,Lane,Kiffin
USC,2010,13,8,5,0,14,,13.6,15.2,39,23,Lane,Kiffin
USC,2011,12,10,2,0,25,6,15.9,24.7,43.5,21,Lane,Kiffin
USC,2012,13,7,6,0,1,,12.8,21.9,40.7,18.3,Lane,Kiffin
USC,2013,5,3,2,0,24,19,15.7,22.5,36.6,12.5,Lane,Kiffin
Florida Atlantic,2017,14,11,3,0,,,9.5,5.1,34.7,31.3,Lane,Kiffin
Florida Atlantic,2018,12,5,7,0,,,-4,-0.8,30.8,29.9,Lane,Kiffin
Florida Atlantic,2019,14,11,3,0,,,8.1,-0.6,28.6,29.5,Lane,Kiffin
Ole Miss,2020,0,0,0,0,,,6.1,4.8,38.1,33.2,Lane,Kiffin
NC State,1980,11,6,5,0,,,5.9,7.1,26.8,20.6,Monte,Kiffin
NC State,1981,11,4,7,0,,,4.7,3.7,23.6,20.3,Monte,Kiffin
NC State,1982,11,6,5,0,,,2,3.9,28.1,25.2,Monte,Kiffin
Northern Illinois,2008,13,6,7,0,,,-3.5,-1.6,23.3,25.5,Jerry,Kill
Northern Illinois,2009,13,7,6,0,,,-4.8,-4.6,23.8,28.5,Jerry,Kill
Northern Illinois,2010,13,10,3,0,,,6.3,7.6,34.5,25.9,Jerry,Kill
Minnesota,2011,12,3,9,0,,,-6.3,-3.8,23.8,28.1,Jerry,Kill
Minnesota,2012,13,6,7,0,,,-5.3,-0.9,23.3,24.1,Jerry,Kill
Minnesota,2013,13,8,5,0,,,4.1,2.5,25.6,25,Jerry,Kill
Minnesota,2014,13,8,5,0,,,8,6.8,29.7,24.3,Jerry,Kill
Minnesota,2015,7,4,3,0,,,0.2,8.1,28.1,22.4,Jerry,Kill
BYU,1937,9,6,3,0,,,-4.5,,,,Edwin,Kimball
BYU,1938,8,4,3,1,,,-9.9,,,,Edwin,Kimball
BYU,1939,9,5,2,2,,,-18.2,,,,Edwin,Kimball
BYU,1940,8,2,4,2,,,-12.2,,,,Edwin,Kimball
BYU,1941,9,4,3,2,,,-11.2,,,,Edwin,Kimball
BYU,1946,10,5,4,1,,,-21.8,,,,Edwin,Kimball
BYU,1947,10,3,7,0,,,-16.4,,,,Edwin,Kimball
BYU,1948,11,5,6,0,,,-28.1,,,,Edwin,Kimball
Hardin-Simmons,1939,9,7,1,1,,,-3.6,,,,Frank,Kimbrough
Hardin-Simmons,1940,9,9,0,0,,17,4.8,,,,Frank,Kimbrough
Baylor,1941,10,3,6,1,,,6.2,,,,Frank,Kimbrough
Baylor,1942,11,6,4,1,,,5.5,,,,Frank,Kimbrough
North Carolina Pre-Flight,1943,7,2,4,1,,,-13.1,,,,Frank,Kimbrough
Baylor,1945,11,5,5,1,,,-0.7,,,,Frank,Kimbrough
Baylor,1946,9,1,8,0,,,-4.9,,,,Frank,Kimbrough
West Texas A&M,1947,11,7,4,0,,,-6.2,,,,Frank,Kimbrough
West Texas A&M,1948,11,6,5,0,,,-16.5,,,,Frank,Kimbrough
West Texas A&M,1949,9,5,4,0,,,-9.5,,,,Frank,Kimbrough
West Texas A&M,1950,11,10,1,0,,,14.5,,,,Frank,Kimbrough
West Texas A&M,1951,9,2,7,0,,,-28.8,,,,Frank,Kimbrough
West Texas A&M,1952,9,3,6,0,,,-26.4,,,,Frank,Kimbrough
West Texas A&M,1953,10,1,8,1,,,-24.2,,,,Frank,Kimbrough
West Texas A&M,1954,9,1,8,0,,,-13.8,,,,Frank,Kimbrough
West Texas A&M,1955,9,4,4,1,,,-3.1,,,,Frank,Kimbrough
West Texas A&M,1956,10,8,2,0,,,6,,,,Frank,Kimbrough
West Texas A&M,1957,10,7,3,0,,,0.6,,,,Frank,Kimbrough
Ole Miss,1971,12,10,2,0,,15,18.4,23,39.9,18.7,Billy,Kinard
Ole Miss,1972,10,5,5,0,16,,14.3,14.7,26.8,12.4,Billy,Kinard
Wyoming,1981,11,8,3,0,,,10.5,13.2,36.2,24.7,Al,Kincaid
Wyoming,1982,12,5,7,0,,,-4.7,-3.5,26.3,29.8,Al,Kincaid
Wyoming,1983,12,7,5,0,,,-1.1,4.8,34.4,31.4,Al,Kincaid
Wyoming,1984,12,6,6,0,,,-3.7,-1.1,33.6,34.7,Al,Kincaid
Wyoming,1985,11,3,8,0,,,-11,-10.6,28.1,36.5,Al,Kincaid
Arkansas State,1990,11,3,7,1,,,-18.2,-15.3,24,36.6,Al,Kincaid
Arkansas State,1991,11,1,10,0,,,-23.1,-28.5,19.5,42.6,Al,Kincaid
Arkansas,1992,10,3,6,1,,,1.7,7.4,25.1,18.8,Joe,Kines
San José State,1970,8,1,7,0,,,-2.3,0.3,28,28.1,DeWayne,King
San José State,1971,12,5,6,1,,,3.1,6.9,30.5,25.4,DeWayne,King
San José State,1972,11,4,7,0,,,-5.9,-3.4,24.2,27.6,DeWayne,King
Army,1903,9,6,2,1,,,15.7,,,,Edward,King
Texas Tech,1961,10,4,6,0,,,-1.6,,,,J.T.,King
Texas Tech,1962,10,1,9,0,,,-10.3,,,,J.T.,King
Texas Tech,1963,10,5,5,0,,,3.9,,,,J.T.,King
Texas Tech,1964,11,6,4,1,,,6.4,,,,J.T.,King
Texas Tech,1965,11,8,3,0,,,9.9,,,,J.T.,King
Texas Tech,1966,10,4,6,0,,,4.8,,,,J.T.,King
Texas Tech,1967,10,6,4,0,,,5.8,,,,J.T.,King
Texas Tech,1968,10,5,3,2,,,6.6,,,,J.T.,King
Texas Tech,1969,10,5,5,0,,,5.4,,,,J.T.,King
Wisconsin,1896,9,7,1,1,,,,,,,Phil,King
Wisconsin,1897,10,9,1,0,,,13.3,,,,Phil,King
Wisconsin,1898,10,9,1,0,,,16.2,,,,Phil,King
Wisconsin,1899,11,9,2,0,,,13.8,,,,Phil,King
Wisconsin,1900,9,8,1,0,,,25.6,,,,Phil,King
Wisconsin,1901,9,9,0,0,,,23,,,,Phil,King
Wisconsin,1902,9,6,3,0,,,24.5,,,,Phil,King
Georgetown,1903,10,7,3,0,,,14.2,,,,Phil,King
Wisconsin,1905,10,8,2,0,,,44.5,,,,Phil,King
Furman,1958,9,2,7,0,,,-20.2,,,,Robert,King
Furman,1959,10,3,7,0,,,-16,,,,Robert,King
Furman,1960,10,5,4,1,,,-19,,,,Robert,King
Furman,1961,10,7,3,0,,,-9.9,,,,Robert,King
Furman,1962,10,4,6,0,,,-18.7,,,,Robert,King
Furman,1963,10,7,3,0,,,-13.9,,,,Robert,King
Furman,1964,10,3,7,0,,,-29.4,,,,Robert,King
Furman,1965,10,5,5,0,,,-26.7,,,,Robert,King
Furman,1966,10,2,7,1,,,-34.4,,,,Robert,King
Furman,1967,10,5,5,0,,,-28.8,,,,Robert,King
Furman,1968,10,1,9,0,,,-33,,,,Robert,King
Furman,1969,10,1,8,1,,,-38.8,,,,Robert,King
Furman,1970,11,8,3,0,,,-22.2,-17.3,10.1,26.9,Robert,King
Furman,1971,11,5,5,1,,,-12.9,-16.3,14.6,30.5,Robert,King
Furman,1972,11,2,9,0,,,-28,-26.3,14.8,38.6,Robert,King
Texas Tech,2013,13,8,5,0,,,7.2,14,37.9,24.1,Kliff,Kingsbury
Texas Tech,2014,12,4,8,0,,,-1.3,4.9,39.9,35.3,Kliff,Kingsbury
Texas Tech,2015,13,7,6,0,,,5.2,4.5,44.8,40.3,Kliff,Kingsbury
Texas Tech,2016,12,5,7,0,,,1,3.7,40.6,36.9,Kliff,Kingsbury
Texas Tech,2017,13,6,7,0,,,4.8,4.8,34.4,28.3,Kliff,Kingsbury
Texas Tech,2018,12,5,7,0,,,7.3,8.7,36.2,29.8,Kliff,Kingsbury
Michigan State,1928,8,3,4,1,,,-4.3,,,,Harry,Kipke
Michigan,1929,9,5,3,1,,,9.1,,,,Harry,Kipke
Michigan,1930,9,8,0,1,,,14,,,,Harry,Kipke
Michigan,1931,10,8,1,1,,,12.4,,,,Harry,Kipke
Michigan,1932,8,8,0,0,,,21,,,,Harry,Kipke
Michigan,1933,8,7,0,1,,,25.7,,,,Harry,Kipke
Michigan,1934,8,1,7,0,,,-5.9,,,,Harry,Kipke
Michigan,1935,8,4,4,0,,,1.1,,,,Harry,Kipke
Michigan,1936,8,1,7,0,,,1.6,,,,Harry,Kipke
Michigan,1937,8,4,4,0,,,-5.1,,,,Harry,Kipke
Washington State,1952,10,4,6,0,15,,4,,,,Alton,Kircher
Washington State,1953,10,4,6,0,,,-7.9,,,,Alton,Kircher
Washington State,1954,10,4,6,0,,,-6.1,,,,Alton,Kircher
Washington State,1955,10,1,7,2,,,-11,,,,Alton,Kircher
Kentucky,1938,9,2,7,0,,,-8.4,,,,A.D.,Kirwan
Kentucky,1939,9,6,2,1,,,7.8,,,,A.D.,Kirwan
Kentucky,1940,10,5,3,2,,,1.7,,,,A.D.,Kirwan
Kentucky,1941,9,5,4,0,,,-2.4,,,,A.D.,Kirwan
Kentucky,1942,10,3,6,1,,,4.7,,,,A.D.,Kirwan
Kentucky,1944,9,3,6,0,,,-4.5,,,,A.D.,Kirwan
Arizona,2011,6,3,3,0,,,0.5,-2.4,35.9,36.4,Tim,Kish
Rice,1934,11,9,1,1,,,19.3,,,,Jimmy,Kitts
Rice,1935,11,8,3,0,,,16.7,,,,Jimmy,Kitts
Rice,1936,12,5,7,0,,,8.6,,,,Jimmy,Kitts
Rice,1937,11,6,3,2,,18,14.2,,,,Jimmy,Kitts
Rice,1938,10,4,6,0,,,2.1,,,,Jimmy,Kitts
Rice,1939,11,1,9,1,,,1.9,,,,Jimmy,Kitts
Virginia Tech,1941,10,6,4,0,,,-10.4,,,,Jimmy,Kitts
Virginia Tech,1946,10,3,4,3,,,0.8,,,,Jimmy,Kitts
Virginia Tech,1947,9,4,5,0,,,-2.9,,,,Jimmy,Kitts
Purdue,1930,8,6,2,0,,,17.6,,,,Noble,Kizer
Purdue,1931,10,9,1,0,,,14.9,,,,Noble,Kizer
Purdue,1932,8,7,0,1,,,20.4,,,,Noble,Kizer
Purdue,1933,8,6,1,1,,,19.7,,,,Noble,Kizer
Purdue,1934,8,5,3,0,,,9.7,,,,Noble,Kizer
Purdue,1935,8,4,4,0,,,10.1,,,,Noble,Kizer
Purdue,1936,8,5,2,1,,,11,,,,Noble,Kizer
Kansas State,2019,13,8,5,0,,,10.4,6,28.8,24.8,Chris,Klieman
Kansas State,2020,0,0,0,0,,,1,2,26.7,24.7,Chris,Klieman
Nebraska,1918,6,2,3,1,,,,,,,William,Kline
Florida,1920,8,5,3,0,,,-24.9,,,,William,Kline
Florida,1921,11,6,3,2,,,-7.4,,,,William,Kline
Florida,1922,9,7,2,0,,,6.6,,,,William,Kline
Utah State,1963,10,8,2,0,,,5.6,,,,Tony,Knap
Utah State,1964,10,5,4,1,,,10.1,,,,Tony,Knap
Utah State,1965,10,8,2,0,,,7.7,,,,Tony,Knap
Utah State,1966,10,4,6,0,,,-0.5,,,,Tony,Knap
UNLV,1978,11,7,4,0,,,3.1,1.4,22,20.6,Tony,Knap
UNLV,1979,12,9,1,2,,,1.6,-1.6,32.9,34.3,Tony,Knap
UNLV,1980,11,7,4,0,,,5.9,7.9,39.1,33,Tony,Knap
UNLV,1981,12,6,6,0,,,-7.7,-6.8,35.9,40.3,Tony,Knap
Iowa,1899,9,8,0,1,,,14.9,,,,Alden,Knipe
Iowa,1900,8,7,0,1,,,20.1,,,,Alden,Knipe
Iowa,1901,9,6,3,0,,,-7.3,,,,Alden,Knipe
Iowa,1902,9,5,4,0,,,-1.3,,,,Alden,Knipe
New Mexico State,1986,11,1,10,0,,,-25.6,-25.5,23.5,43.2,Mike,Knoll
New Mexico State,1987,11,2,9,0,,,-36.9,-35.8,6.5,40.2,Mike,Knoll
New Mexico State,1988,11,1,10,0,,,-30.1,-35.6,13.8,42.9,Mike,Knoll
New Mexico State,1989,11,0,11,0,,,-27.9,-32.6,17.9,43.4,Mike,Knoll
Ohio,2001,11,1,10,0,,,-12.9,-13.8,23.2,34.6,Brian,Knorr
Ohio,2002,12,4,8,0,,,-9.4,-11.1,31.1,39.2,Brian,Knorr
Ohio,2003,12,2,10,0,,,-14.7,-19.7,25.4,41.4,Brian,Knorr
Ohio,2004,11,4,7,0,,,-15.2,-14.8,19.7,33.2,Brian,Knorr
Mississippi State,2017,1,1,0,0,,19,14.1,16,32.4,18.1,Greg,Knox
Army,1897,8,6,1,1,,,21.4,,,,Herman,Koehler
Army,1898,6,3,2,1,,,13.1,,,,Herman,Koehler
Army,1899,9,4,5,0,,,0.9,,,,Herman,Koehler
Army,1900,11,7,3,1,,,-2.3,,,,Herman,Koehler
Wyoming,2000,11,1,10,0,,,-20.7,-22.2,20.8,39.9,Vic,Koenning
Wyoming,2001,11,2,9,0,,,-17.1,-19.1,25.7,41.4,Vic,Koenning
Wyoming,2002,12,2,10,0,,,-13.1,-12.8,31.2,40.3,Vic,Koenning
Boise State,1998,11,6,5,0,,,-16.8,-18.7,32.9,45.5,Dirk,Koetter
Boise State,1999,13,10,3,0,,,0.7,4,34.7,32.3,Dirk,Koetter
Boise State,2000,12,10,2,0,,,11.1,7.9,44.1,37.9,Dirk,Koetter
Arizona State,2001,11,4,7,0,,,2.1,2.2,40.8,39.1,Dirk,Koetter
Arizona State,2002,14,8,6,0,,,7.7,10.2,42.2,34.4,Dirk,Koetter
Arizona State,2003,12,5,7,0,22,,-0.7,0,32.1,32.6,Dirk,Koetter
